iteration,acceptance_probability,temperature,objective_value
68,3.0470940936762585e-09,509.9857462495651,4678.838
69,0.0,504.88588878706946,4678.838
70,0.0,499.83702989919874,4678.838
71,0.9978803459113276,494.83865960020677,4679.888
72,0.0,489.8902730042047,4679.888
73,0.0,484.99137027416265,4679.888
74,1.0,480.14145657142103,4582.396
75,0.9990873860935082,475.34004200570683,4582.83
76,0.0,470.5866415856498,4582.83
77,0.0,465.88077516979325,4582.83
78,1.0,461.2219674180953,4582.48
79,0.0,456.60974774391434,4582.48
80,0.0,452.0436502664752,4582.48
81,0.0,447.5232137638104,4582.48
82,0.0,443.0479816261723,4582.48
83,0.9996854245610629,438.6175018099106,4582.618
84,0.0,434.2313267918115,4582.618
85,0.0,429.88901352389337,4582.618
86,0.0,425.59012338865443,4582.618
87,0.99871917808752,421.3342221547679,4583.158
88,0.0,417.1208799332202,4583.158
89,0.0,412.949671133888,4583.158
90,0.0,408.8201744225491,4583.158
91,0.0,404.7319726783236,4583.158
92,0.0,400.68465295154033,4583.158
93,0.0,396.6778064220249,4583.158
94,0.0,392.71102835780465,4583.158
95,1.8543133499910587e-179,388.7839180742266,4583.158
96,0.9992208725104292,384.89607889348434,4583.458
97,0.9973581536912618,381.0471181045495,4584.466
98,1.0,377.236646923504,4584.466
99,0.0,373.46428045426893,4584.466
100,0.0,369.7296376497262,4584.466
101,0.0,366.03234127322895,4584.466
102,0.0,362.37201786049667,4584.466
103,0.0,358.7482976818917,4584.466
104,1.0,355.16081470507277,4584.466
105,0.0,351.60920655802204,4584.466
106,1.0,348.0931144924418,4489.254
107,0.0,344.61218334751743,4489.254
108,0.996418732425272,341.16606151404227,4490.478
109,0.0,337.75440089890185,4490.478
110,0.0,334.3768568899128,4490.478
111,1.0,331.0330883210137,4490.468
112,0.0,327.7227574378035,4490.468
113,0.999371432611529,324.44552986342546,4490.672
114,0.0,321.2010745647912,4490.672
115,0.0,317.9890638191433,4490.672
116,0.0,314.8091731809519,4490.672
117,0.0,311.6610814491424,4490.672
118,0.9995852349810683,308.54447063465096,4490.8
119,0.0,305.45902592830447,4490.8
120,3.5841396746257586e-58,302.40443566902144,4490.8
121,0.0,299.3803913123312,4490.8
122,0.0,296.3865873992079,4490.8
123,0.0,293.4227215252158,4490.8
124,0.0,290.48849430996364,4490.8
125,1.0,287.583609366864,4490.604
126,0.0,284.70777327319536,4490.604
127,0.0,281.8606955404634,4490.604
128,0.0,279.04208858505876,4490.604
129,0.0,276.25166769920816,4490.604
130,1.0,273.48915102221605,4489.966
131,0.9967919111022017,270.7542595119939,4490.836
132,0.998523736338298,268.04671691687395,4491.232
133,0.0,265.3662497477052,4491.232
134,1.0,262.7125872502281,4490.62
135,1.6119023670154954e-67,260.08546137772584,4490.62
136,0.0,257.4846067639486,4490.62
137,0.0,254.9097606963091,4490.62
138,0.0,252.360663089346,4490.62
139,1.0,249.83705645845254,4489.99
140,0.0,247.33868589386802,4489.99
141,0.9940146831899176,244.86529903492934,4491.46
142,0.9983265992189951,242.41664604458003,4491.866
143,0.0,239.99247958413423,4491.866
144,0.9991249347854189,237.5925547882929,4492.074
145,0.0,235.21662924040996,4492.074
146,0.0,232.86446294800587,4492.074
147,0.0,230.5358183185258,4492.074
148,0.9992116344257229,228.23046013534054,4492.254
149,0.0,225.94815553398712,4492.254
150,0.0,223.68867397864724,4492.254
151,0.0,221.45178723886076,4492.254
152,0.0,219.23726936647216,4492.254
153,1.0,217.04489667280743,4491.422
154,1.0,214.87444770607934,4394.518
155,0.0,212.72570322901854,4394.518
156,0.0,210.59844619672836,4394.518
157,1.4776345325778778e-21,208.49246173476106,4394.518
158,0.0,206.40753711741345,4394.518
159,0.9982398111986951,204.3434617462393,4394.878
160,0.0,202.30002712877692,4394.878
161,0.0,200.27702685748915,4394.878
162,1.0,198.27425658891426,4394.122
163,1.0,196.29151402302512,4394.066
164,0.0,194.32859888279486,4394.066
165,0.0,192.38531289396693,4394.066
166,0.9983841817798348,190.46145976502726,4394.374
167,0.9977750339252212,188.556845167377,4394.794
168,0.0,186.67127671570321,4394.794
169,0.0,184.8045639485462,4394.794
170,0.0,182.95651830906073,4394.794
171,1.0,181.12695312597012,4394.758
172,0.0,179.3156835947104,4394.758
173,0.0,177.5225267587633,4394.758
174,0.0,175.74730149117565,4394.758
175,1.0,173.98982847626388,4394.622
176,0.0,172.24993019150125,4394.622
177,0.0,170.52743088958624,4394.622
178,0.0,168.82215658069038,4394.622
179,1.0,167.13393501488346,4394.262
180,0.0,165.46259566473464,4394.262
181,0.0,163.80796970808728,4394.262
182,9.457408380618842e-242,162.1698900110064,4394.262
183,0.0,160.54819111089634,4394.262
184,0.0,158.94270919978737,4394.262
185,0.9969795306491696,157.3532821077895,4394.738
186,1.0,155.77974928671162,4394.686
187,0.0,154.2219517938445,4394.686
188,0.9988479243757802,152.67973227590608,4394.862
189,0.0,151.15293495314702,4394.862
190,0.0,149.64140560361557,4394.862
191,0.0,148.14499154757942,4394.862
192,0.0,146.66354163210363,4394.862
193,0.9998209488552955,145.1969062157826,4394.888
194,0.0,143.7449371536248,4394.888
195,0.0,142.30748778208854,4394.888
196,0.0,140.88441290426766,4394.888
197,0.0,139.47556877522499,4394.888
198,0.0,138.08081308747273,4394.888
199,1.0,136.700004956598,4394.83
200,0.0,135.33300490703203,4394.83
201,0.0,133.97967485796173,4394.83
202,0.0,132.6398781093821,4394.83
203,0.9977635873623228,131.31347932828828,4395.124
204,0.0,130.0003445350054,4395.124
205,0.0,128.70034108965535,4395.124
206,0.0,127.4133376787588,4395.124
207,0.998542357506491,126.1392043019712,4395.308
208,0.993518738505375,124.8778122589515,4396.12
209,0.0,123.62903413636198,4396.12
210,0.994979666105541,122.39274379499835,4396.736
211,0.0,121.16881635704837,4396.736
212,0.0,119.95712819347789,4396.736
213,0.0,118.7575569115431,4396.736
214,0.0,117.56998134242767,4396.736
215,0.0,116.3942815290034,4396.736
216,0.0,115.23033871371337,4396.736
217,5.164338088926745e-153,114.07803532657623,4396.736
218,0.0,112.93725497331046,4396.736
219,0.9777134367255604,111.80788242357735,4399.256
220,0.0,110.68980359934157,4399.256
221,0.0,109.58290556334816,4399.256
222,0.0,108.48707650771468,4399.256
223,0.0,107.40220574263753,4399.256
224,0.0,106.32818368521116,4399.256
225,0.0,105.26490184835905,4399.256
226,1.0,104.21225282987545,4399.256
227,0.0,103.17013030157669,4399.256
228,0.0,102.13842899856093,4399.256
229,0.9978661415406296,101.11704470857532,4399.472
230,0.9986822650383613,100.10587426148956,4399.604
231,1.0,99.10481551887466,4399.004
232,0.0,98.11376736368591,4399.004
233,0.0,97.13262969004904,4399.004
234,0.0,96.16130339314856,4399.004
235,1.0,95.19969035921707,4399.004
236,0.0,94.2476934556249,4399.004
237,0.0,93.30521652106864,4399.004
238,0.0,92.37216435585796,4399.004
239,0.0,91.44844271229938,4399.004
240,0.0,90.53395828517638,4399.004
241,0.0,89.62861870232462,4399.004
242,0.0,88.73233251530137,4399.004
243,0.0,87.84500919014835,4399.004
244,1.0,86.96655909824686,4398.912
245,1.0,86.0968935072644,4398.276
246,0.997749963804652,85.23592457219175,4398.468
247,0.0,84.38356532646984,4398.468
248,0.0,83.53972967320513,4398.468
249,1.0,82.70433237647308,4398.4259999999995
250,0.9965860889719186,81.87728905270835,4398.706
251,0.0,81.05851616218126,4398.706
252,0.0,80.24793100055945,4398.706
253,1.0,79.44545169055385,4398.166
254,0.0,78.6509971736483,4398.166
255,0.0,77.86448720191183,4398.166
256,0.0,77.08584232989271,4398.166
257,0.0,76.31498390659378,4398.166
258,1.0,75.55183406752785,4398.166
259,0.0,74.79631572685257,4398.166
260,0.0,74.04835256958404,4398.166
261,0.0,73.3078690438882,4398.166
262,0.0,72.57479035344932,4398.166
263,0.0,71.84904244991482,4398.166
264,0.0,71.13055202541567,4398.166
265,0.0,70.41924650516151,4398.166
266,0.0,69.71505404010989,4398.166
267,0.0,69.0179034997088,4398.166
268,0.0,68.32772446471171,4398.166
269,0.0,67.64444722006459,4398.166
270,1.0,66.96800274786395,4397.398
271,0.0,66.29832272038531,4397.398
272,0.0,65.63533949318146,4397.398
273,0.0,64.97898609824965,4397.398
274,0.0,64.32919623726715,4397.398
275,0.0,63.68590427489448,4397.398
276,0.0,63.04904523214554,4397.398
277,0.0,62.418554779824085,4397.398
278,0.0,61.79436923202584,4397.398
279,0.0,61.17642553970558,4397.398
280,0.0,60.56466128430853,4397.398
281,0.0,59.95901467146544,4397.398
282,0.0,59.359424524750786,4397.398
283,0.0,58.76583027950328,4397.398
284,1.0,58.17817197670824,4396.918
285,0.0,57.596390256941156,4396.918
286,0.0,57.02042635437174,4396.918
287,1.1448225166312784e-77,56.45022209082803,4396.918
288,0.0,55.88571986991975,4396.918
289,0.0,55.326862671220546,4396.918
290,1.0,54.77359404450834,4396.8099999999995
291,0.0,54.225858104063256,4396.8099999999995
292,0.0,53.68359952302262,4396.8099999999995
293,0.997294189070195,53.146763527792395,4396.954
294,0.0,52.61529589251447,4396.954
295,0.0,52.08914293358932,4396.954
296,0.0,51.56825150425343,4396.954
297,0.0,51.0525689892109,4396.954
298,0.0,50.542043299318784,4396.954
299,0.0,50.036622866325594,4396.954
300,1.0,49.53625663766234,4396.786
301,1.0,49.04089407128572,4396.6539999999995
302,0.0,48.55048513057286,4396.6539999999995
303,0.0,48.06498027926713,4396.6539999999995
304,0.0,47.58433047647446,4396.6539999999995
305,0.0,47.10848717170972,4396.6539999999995
306,0.0,46.63740229999262,4396.6539999999995
307,1.0,46.17102827699269,4393.612
308,0.0,45.709317994222765,4393.612
309,1.0,45.25222481428054,4393.374
310,0.0,44.79970256613773,4393.374
311,0.0,44.35170554047635,4393.374
312,0.0,43.90818848507159,4393.374
313,0.0,43.469106600220876,4393.374
314,1.0,43.03441553421867,4393.326
315,0.0,42.604071378876476,4393.326
316,0.0,42.17803066508771,4393.326
317,0.0,41.75625035843683,4393.326
318,1.0,41.33868785485246,4393.308
319,7.133952860444723e-107,40.92530097630394,4393.308
320,6.2052763453256405e-108,40.516047966540896,4393.308
321,1.0,40.110887486875484,4392.284
322,0.0,39.70977861200673,4392.284
323,0.0,39.31268082588666,4392.284
324,0.9973313884750098,38.91955401762779,4392.388
325,0.0,38.53035847745151,4392.388
326,0.0,38.145054892676995,4392.388
327,1.0,37.763604343750224,4392.232
328,0.0,37.38596830031272,4392.232
329,0.0,37.01210861730959,4392.232
330,0.0,36.6419875311365,4392.232
331,0.0,36.275567655825135,4392.232
332,0.0,35.912811979266884,4392.232
333,0.0,35.55368385947421,4392.232
334,0.0,35.19814702087947,4392.232
335,0.0,34.84616555067067,4392.232
336,0.0,34.497703895163966,4392.232
337,0.9881247367283076,34.152726856212325,4392.64
338,0.0,33.8111995876502,4392.64
339,1.0,33.4730875917737,4392.01
340,0.0,33.13835671585596,4392.01
341,0.0,32.8069731486974,4392.01
342,1.9118593104211782e-134,32.478903417210425,4392.01
343,0.0,32.15411438303832,4392.01
344,0.0,31.832573239207935,4392.01
345,0.0,31.514247506815856,4392.01
346,0.9923369834227952,31.1991050317477,4392.25
347,0.0,30.887113981430222,4392.25
348,0.0,30.578242841615918,4392.25
349,0.0,30.27246041319976,4392.25
350,0.0,29.96973580906776,4392.25
351,0.0,29.67003845097708,4392.25
352,0.0,29.373338066467312,4392.25
353,0.0,29.07960468580264,4392.25
354,0.0,28.788808638944612,4392.25
355,0.0,28.500920552555165,4392.25
356,0.0,28.215911347029614,4392.25
357,0.0,27.933752233559318,4392.25
358,0.0,27.654414711223723,4392.25
359,0.0,27.377870564111486,4392.25
360,0.0,27.104091858470373,4392.25
361,0.0,26.83305093988567,4392.25
362,0.9944441919186009,26.564720430486812,4392.398
363,0.0,26.299073226181942,4392.398
364,0.0,26.036082493920123,4392.398
365,0.0,25.77572166898092,4392.398
366,0.0,25.51796445229111,4392.398
367,0.0,25.2627848077682,4392.398
368,0.0,25.010156959690516,4392.398
369,0.0,24.760055390093612,4392.398
370,0.0,24.512454836192674,4392.398
371,1.0,24.26733028783075,4392.248
372,0.0,24.02465698495244,4392.248
373,0.0,23.784410415102915,4392.248
374,0.0,23.546566310951885,4392.248
375,0.0,23.311100647842366,4392.248
376,0.9480157154678204,23.077989641363942,4393.48
377,0.0,22.8472097449503,4393.48
378,0.0,22.618737647500797,4393.48
379,0.0,22.39255027102579,4393.48
380,0.0,22.16862476831553,4393.48
381,0.0,21.946938520632376,4393.48
382,0.0,21.727469135426052,4393.48
383,0.0,21.51019444407179,4393.48
384,0.0,21.29509249963107,4393.48
385,0.0,21.08214157463476,4393.48
386,0.0,20.871320158888413,4393.48
387,0.0,20.662606957299527,4393.48
388,0.0,20.455980887726533,4393.48
389,0.0,20.251421078849265,4393.48
390,0.0,20.048906868060772,4393.48
391,0.0,19.848417799380165,4393.48
392,0.0,19.649933621386364,4393.48
393,0.0,19.4534342851725,4393.48
394,0.0,19.258899942320774,4393.48
395,0.0,19.066310942897566,4393.48
396,0.0,18.87564783346859,4393.48
397,0.0,18.686891355133906,4393.48
398,0.0,18.500022441582566,4393.48
399,0.0,18.31502221716674,4393.48
400,0.0,18.13187199499507,4393.48
401,0.0,17.95055327504512,4393.48
402,0.9309245037628965,17.77104774229467,4394.752
403,0.9969353618572379,17.59333726487172,4394.806
404,0.9972479296987806,17.417403892223003,4394.854
405,0.0,17.24322985330077,4394.854
406,0.0,17.070797554767765,4394.854
407,0.0,16.900089579220086,4394.854
408,0.0,16.731088683427885,4394.854
409,0.0,16.563777796593605,4394.854
410,0.0,16.398140018627668,4394.854
411,0.0,16.23415861844139,4394.854
412,1.0,16.071817032256977,4393.84
413,1.0,15.911098861934407,4393.42
414,1.0,15.751987873315063,4393.308
415,0.0,15.594467994581912,4393.308
416,0.0,15.438523314636093,4393.308
417,0.0,15.284138081489733,4393.308
418,0.0,15.131296700674834,4393.308
419,0.0,14.979983733668085,4393.308
420,0.0,14.830183896331404,4393.308
421,0.0,14.681882057368089,4393.308
422,0.0,14.535063236794407,4393.308
423,0.9979173489976029,14.389712604426464,4393.338
424,0.0,14.245815478382198,4393.338
425,0.0,14.103357323598376,4393.338
426,8.431198573254e-312,13.962323750362392,4393.338
427,0.0,13.822700512858768,4393.338
428,1.0,13.68447350773018,4393.336
429,0.0,13.547628772652878,4393.336
430,0.0,13.412152484926349,4393.336
431,1.0,13.278030960077086,4392.376
432,0.0,13.145250650476315,4392.376
433,0.0,13.013798143971552,4392.376
434,0.0,12.883660162531838,4392.376
435,0.9694299333292022,12.75482356090652,4392.772
436,0.0,12.627275325297454,4392.772
437,0.0,12.501002572044479,4392.772
438,0.0,12.375992546324035,4392.772
439,0.0,12.252232620860795,4392.772
440,0.0,12.129710294652186,4392.772
441,0.0,12.008413191705664,4392.772
442,0.0,11.888329059788607,4392.772
443,0.0,11.769445769190721,4392.772
444,0.9400771939206266,11.651751311498813,4393.492
445,0.0,11.535233798383825,4393.492
446,0.9958056250716356,11.419881460399987,4393.54
447,0.0,11.305682645795986,4393.54
448,0.0,11.192625819338026,4393.54
449,1.0,11.080699561144646,4391.5599999999995
450,0.0,10.9698925655332,4391.5599999999995
451,0.0,10.860193639877869,4391.5599999999995
452,0.0,10.75159170347909,4391.5599999999995
453,1.0,10.644075786444299,4391.308
454,0.0,10.537635028579857,4391.308
455,0.9817638760707514,10.432258678294058,4391.5
456,0.0,10.327936091511118,4391.5
457,0.0,10.224656730596006,4391.5
458,0.0,10.122410163290047,4391.5
459,0.0,10.021186061657145,4391.5
460,0.0,9.920974201040574,4391.5
461,0.0,9.821764459030168,4391.5
462,0.0,9.723546814439867,4391.5
463,0.8367236525078525,9.626311346295468,4391.5
464,0.0,9.530048232832513,4391.5
465,0.0,9.434747750504188,4391.5
466,0.0,9.340400272999146,4391.5
467,0.0,9.246996270269154,4391.5
468,1.0,9.154526307566462,4391.44
469,0.0,9.062981044490797,4391.44
470,0.0,8.97235123404589,4391.44
471,0.0,8.88262772170543,4391.44
472,0.95988871144372,8.793801444488377,4391.8
473,0.0,8.705863430043493,4391.8
474,0.0,8.618804795743058,4391.8
475,1.0,8.532616747785628,4391.32
476,1.0,8.447290580307772,4391.068
477,0.0,8.362817674504694,4391.068
478,0.0,8.279189497759647,4391.068
479,0.0,8.196397602782051,4391.068
480,0.0,8.11443362675423,4391.068
481,0.0,8.033289290486689,4391.068
482,0.0,7.952956397581822,4391.068
483,0.0,7.873426833606004,4391.068
484,0.0,7.794692565269944,4391.068
485,0.0,7.716745639617245,4391.068
486,0.0,7.639578183221072,4391.068
487,0.0,7.563182401388861,4391.068
488,0.0,7.487550577374972,4391.068
489,1.0,7.412675071601223,4390.0599999999995
490,0.0,7.33854832088521,4390.0599999999995
491,0.0,7.265162837676358,4390.0599999999995
492,1.0,7.192511209299594,4389.99
493,0.0,7.120586097206599,4389.99
494,0.0,7.049380236234533,4389.99
495,0.0,6.978886433872187,4389.99
496,0.0,6.909097569533465,4389.99
497,0.0,6.8400065938381305,4389.99
498,0.0,6.771606527899749,4389.99
499,0.0,6.703890462620752,4389.99
500,1.0,6.636851557994544,4389.906
501,0.0,6.570483042414598,4389.906
502,0.8239019405306602,6.504778211990453,4389.906
503,0.0,6.439730429870548,4389.906
504,0.0,6.375333125571842,4389.906
505,0.9743506928922879,6.311579794316124,4390.07
506,0.0,6.248463996372963,4390.07
507,0.0,6.185979356409233,4390.07
508,0.8832919743012075,6.124119562845141,4390.83
509,0.9944077974769554,6.0628783672166895,4390.864
510,0.0,6.002249583544523,4390.864
511,0.0,5.942227087709077,4390.864
512,0.0,5.882804816831986,4390.864
513,0.9114485334164255,5.823976768663666,4390.864
514,0.0,5.76573700097703,4390.864
515,0.0,5.7080796309672595,4390.864
516,0.0,5.650998834657587,4390.864
517,0.0,5.594488846311011,4390.864
518,0.0,5.5385439578479,4390.864
519,0.0,5.483158518269422,4390.864
520,0.0,5.428326933086727,4390.864
521,0.0,5.3740436637558595,4390.864
522,0.0,5.320303227118301,4390.864
523,0.0,5.267100194847118,4390.864
524,0.0,5.214429192898647,4390.864
525,0.0,5.16228490096966,4390.864
526,0.0,5.110662051959964,4390.864
527,0.0,5.059555431440364,4390.864
528,1.0,5.00895987712596,4390.824
529,0.0,4.9588702783547,4390.824
530,0.0,4.909281575571153,4390.824
531,0.0,4.860188759815442,4390.824
532,0.0,4.811586872217287,4390.824
533,0.6750349976205439,4.763471003495114,4390.824
534,0.0,4.715836293460163,4390.824
535,1.0,4.668677930525561,4390.596
536,0.0,4.621991151220306,4390.596
537,0.0,4.575771239708103,4390.596
538,0.0,4.530013527311022,4390.596
539,0.0,4.484713392037912,4390.596
540,0.0,4.439866258117532,4390.596
541,0.0,4.395467595536357,4390.596
542,1.0,4.351512919580993,4390.526
543,0.0,4.307997790385183,4390.526
544,0.0,4.264917812481332,4390.526
545,0.8989051323510471,4.222268634356518,4390.976
546,0.0,4.180045948012953,4390.976
547,0.0,4.1382454885328235,4390.976
548,0.0,4.096863033647495,4390.976
549,0.0,4.0558944033110205,4390.976
550,0.0,4.01533545927791,4390.976
551,0.6455092129601805,3.975182104685131,4390.976
552,0.0,3.9354302836382797,4390.976
553,1.0,3.8960759808018968,4390.976
554,0.0,3.8571152209938777,4390.976
555,0.0,3.8185440687839387,4390.976
556,1.0,3.7803586280960992,4390.826
557,0.0,3.7425550418151383,4390.826
558,0.0,3.705129491396987,4390.826
559,0.0,3.668078196483017,4390.826
560,0.0,3.6313974145181867,4390.826
561,0.0,3.5950834403730045,4390.826
562,1.0,3.5591326059692743,4390.786
563,0.0,3.5235412799095815,4390.786
564,0.0,3.4883058671104856,4390.786
565,0.0,3.4534228084393805,4390.786
566,0.0,3.4188885803549867,4390.786
567,0.0,3.3846996945514367,4390.786
568,0.0,3.3508526976059225,4390.786
569,0.0,3.3173441706298634,4390.786
570,0.0,3.2841707289235647,4390.786
571,0.0,3.251329021634329,4390.786
572,0.8304541046033942,3.218815731417986,4391.384
573,0.0,3.186627574103806,4391.384
574,1.0,3.154761298362768,4391.324
575,0.0,3.1232136853791403,4391.324
576,0.0,3.091981548525349,4391.324
577,0.5237009883897232,3.0610617330400953,4393.304
578,0.0,3.0304511157096945,4393.304
579,0.0,3.0001466045525977,4393.304
580,0.0,2.9701451385070716,4393.304
581,0.0,2.9404436871220008,4393.304
582,0.9938357188778961,2.9110392502507807,4393.322
583,0.0,2.8819288577482727,4393.322
584,0.0,2.85310956917079,4393.322
585,0.5458560034146511,2.824578473479082,4393.322
586,0.0,2.796332688744291,4393.322
587,0.8972981895048565,2.768369361856848,4393.622
588,1.0,2.7406856682382794,4393.418
589,0.0,2.7132788115558966,4393.418
590,1.0,2.6861460234403376,4390.826
591,0.0,2.6592845632059343,4390.826
592,0.0,2.632691717573875,4390.826
593,1.0,2.606364800398136,4390.49
594,1.0,2.5803011523941546,4390.314
595,0.0,2.554498140870213,4390.314
596,0.0,2.5289531594615107,4390.314
597,0.0,2.5036636278668953,4390.314
598,0.0,2.4786269915882264,4390.314
599,1.0,2.453840721672344,4390.09
600,0.0,2.4293023144556205,4390.09
601,0.0,2.4050092913110643,4390.09
602,0.0,2.380959198397954,4390.09
603,0.0,2.3571496064139743,4390.09
604,0.7097651208412824,2.3335781103498348,4390.89
605,0.0,2.3102423292463365,4390.89
606,1.0,2.287139905953873,4390.554
607,0.0,2.2642685068943345,4390.554
608,0.0,2.2416258218253913,4390.554
609,0.0,2.219209563607137,4390.554
610,0.0,2.1970174679710657,4390.554
611,0.0,2.175047293291355,4390.554
612,1.0,2.1532968203584413,4390.49
613,0.0,2.1317638521548568,4390.49
614,1.0,2.110446213633308,4389.85
615,0.0,2.089341751496975,4389.85
616,0.0,2.0684483339820052,4389.85
617,0.0,2.0477638506421854,4389.85
618,0.0,2.0272862121357633,4389.85
619,0.0,2.0070133500144056,4389.85
620,0.0,1.9869432165142615,4389.85
621,0.0,1.9670737843491188,4389.85
622,0.8084868905785952,1.9474030465056276,4390.264
623,0.0,1.9279290160405713,4390.264
624,0.0,1.9086497258801656,4390.264
625,0.0,1.889563228621364,4390.264
626,0.0,1.8706675963351502,4390.264
627,0.0,1.8519609203717986,4390.264
628,1.0,1.8334413111680805,4390.004
629,0.0,1.8151068980563998,4390.004
630,0.0,1.7969558290758358,4390.004
631,0.0,1.7789862707850774,4390.004
632,0.0,1.7611964080772267,4390.004
633,0.0,1.7435844439964543,4390.004
634,0.0,1.7261485995564898,4390.004
635,0.0,1.708887113560925,4390.004
636,1.0,1.6917982424253157,4389.956
637,0.0,1.6748802600010626,4389.956
638,0.0,1.658131457401052,4389.956
639,0.0,1.6415501428270414,4389.956
640,0.0,1.6251346413987708,4389.956
641,0.0,1.608883294984783,4389.956
642,0.0,1.5927944620349352,4389.956
643,0.7603616940610215,1.576866517414586,4390.388
644,0.0,1.5610978522404402,4390.388
645,0.0,1.5454868737180358,4390.388
646,0.0,1.5300320049808556,4390.388
647,0.0,1.514731684931047,4390.388
648,0.0,1.4995843680817365,4390.388
649,0.0,1.4845885244009192,4390.388
650,0.9178426623694524,1.46974263915691,4390.514
651,1.0,1.4550452127653408,4390.1
652,0.0,1.4404947606376874,4390.1
653,0.0,1.4260898130313107,4390.1
654,0.0,1.4118289149009975,4390.1
655,0.0,1.3977106257519876,4390.1
656,0.0,1.3837335194944678,4390.1
657,0.0,1.369896184299523,4390.1
658,0.0,1.3561972224565277,4390.1
659,0.0,1.3426352502319625,4390.1
660,0.0,1.3292088977296428,4390.1
661,0.0,1.3159168087523463,4390.1
662,0.0,1.302757640664823,4390.1
663,0.32741961551088467,1.2897300642581746,4391.54
664,0.0,1.276832763615593,4391.54
665,0.0,1.264064435979437,4391.54
666,0.40861553088969,1.2514237916196427,4391.54
667,0.0,1.2389095537034462,4391.54
668,0.0,1.2265204581664118,4391.54
669,0.0,1.2142552535847477,4391.54
670,0.0,1.2021127010489003,4391.54
671,0.0,1.1900915740384113,4391.54
672,0.0,1.178190658298027,4391.54
673,0.0,1.1664087517150468,4391.54
674,0.23343138908397215,1.1547446641978962,4391.54
675,0.0,1.1431972175559173,4391.54
676,0.0,1.1317652453803582,4391.54
677,0.0,1.1204475929265545,4391.54
678,0.0,1.109243116997289,4391.54
679,0.0,1.098150685827316,4391.54
680,0.0,1.0871691789690427,4391.54
681,0.0,1.0762974871793523,4391.54
682,0.0,1.0655345123075588,4391.54
683,0.7965111032719062,1.0548791671844833,4391.78
684,0.0,1.0443303755126385,4391.78
685,0.0,1.0338870717575122,4391.78
686,0.0,1.023548201039937,4391.78
687,0.0,1.0133127190295377,4391.78
688,0.0,1.0031795918392423,4391.78
689,0.0,0.9931477959208499,4391.78
690,0.0,0.9832163179616414,4391.78
691,0.9402207253082181,0.973384154782025,4391.84
692,0.0,0.9636503132342047,4391.84
693,0.0,0.9540138101018626,4391.84
694,0.0,0.944473672000844,4391.84
695,0.0,0.9350289352808355,4391.84
696,0.0,0.9256786459280272,4391.84
